X,Y,OBJECTID,KC_Fac_FID,F_Name,F_Type,SiteName,SiteType,Owner,OwnerType,Manager,ManageType,Maintd_By,MaintType
-122.233384836573,47.7244839966304,10124,15172,Parking Lot Light,Light/Light Pole,Big Finn Hill Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.233542297303,47.7248544053285,10125,15173,Parking Lot Light,Light/Light Pole,Big Finn Hill Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.23718139922,47.7244577605197,10126,15174,Parking Lot Light,Light/Light Pole,Big Finn Hill Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.237752465142,47.7251178211507,10127,15175,Parking Lot Light,Light/Light Pole,Big Finn Hill Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.238256322002,47.7242459603063,10128,15176,Parking Lot Light,Light/Light Pole,Big Finn Hill Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.087193846835,47.7575160057687,10129,15177,Parking Lot Light,Light/Light Pole,Cottage Lake Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.087497519723,47.7573115646258,10130,15178,Parking Lot Light,Light/Light Pole,Cottage Lake Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.087247185929,47.7569642009843,10131,15179,Parking Lot Light,Light/Light Pole,Cottage Lake Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.082844178663,47.755460656614,10132,15180,Parking Lot Light,Light/Light Pole,Cottage Lake Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.085632995918,47.7563972865767,10133,15181,Other Light,Light/Light Pole,Cottage Lake Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.085710270696,47.7564378196668,10134,15182,Other Light,Light/Light Pole,Cottage Lake Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.087468887595,47.7556949184101,10135,15183,Street Light,Light/Light Pole,Cottage Lake Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.083835907259,47.7555563309682,10136,15184,Street/Pedestrian Light,Light/Light Pole,Cottage Lake Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.977547901733,47.583264794195,10137,15185,Security Light,Light/Light Pole,East Plateau Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.977516394823,47.5831357368717,10138,15186,Security Light,Light/Light Pole,East Plateau Trail Site,Trail Site Regional,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.147839800811,47.4792033690206,10139,15187,Street Light,Light/Light Pole,Maplewood Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.145791125253,47.4784421667677,10140,15188,Street/Pedestrian Light,Light/Light Pole,Maplewood Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.146628004413,47.4782588277321,10141,15189,Street/Pedestrian Light,Light/Light Pole,Maplewood Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.14743661824,47.4788222467968,10142,15190,Street/Pedestrian Light,Light/Light Pole,Maplewood Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.119738002147,47.4413260311319,10143,15191,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.119068442056,47.4422515520422,10144,15192,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.119824937083,47.4422415799778,10145,15193,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.120232969632,47.4417071942658,10146,15194,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.119337153855,47.4411947499157,10147,15195,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.118377360019,47.4413334006776,10148,15196,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.118889555013,47.4415525944189,10149,15197,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.118014600369,47.4414070904806,10150,15198,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.117514515623,47.4417414420576,10151,15199,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.118209944713,47.4424196918974,10152,15200,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.118519070103,47.4422147801411,10153,15201,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.118591321999,47.4424146787075,10154,15202,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.118837829694,47.4425312799373,10155,15203,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.120088623597,47.4426850546445,10156,15204,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.119878402298,47.4430005171271,10157,15205,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.11951741356,47.4432141393872,10158,15206,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.119075810585,47.4433040960155,10159,15207,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.117376114122,47.4398941690093,10160,15208,Ballfield Light,Light/Light Pole,Petrovitsky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
